id,achievement,hedonism,power,self-direction,stimulation,security,conformity,tradition,benevolence,universalism
8126672,7.2,5.6,0.0,5.6,7.2,6.4,8.0,7.2,0.0,7.2
85546649,0.0,0.0,0.0,1.6,0.0,2.4000000000000004,2.4000000000000004,0.0,0.0,0.0
102975974,7.2,9.0,9.0,8.0,6.4,9.0,9.0,7.2,9.0,3.2
1284913,0.0,7.2,0.0,0.0,1.2,0.0,1.6,0.0,0.0,0.0
103989003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
114170086,7.2,7.2,4.800000000000001,6.4,5.6000000000000005,6.4,1.6,1.4,1.6,0.0
89653371,9.0,4.0,9.0,4.0,0.0,4.0,4.0,7.2,7.2,3.5
15263384,7.2,0.0,0.0,5.6000000000000005,7.2,0.0,0.0,1.4,0.0,0.0
127131501,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
55179319,1.6,5.6000000000000005,0.0,0.0,0.0,7.2,6.4,0.0,4.800000000000001,0.0
77884778,0.7,6.4,0.0,0.0,6.4,0.0,0.0,0.0,0.0,1.2
1941454,9.0,4.800000000000001,7.2,7.2,7.2,8.0,5.6000000000000005,10.0,9.0,4.800000000000001
193351308,4.0,8.0,1.6,10.0,0.0,4.0,7.2,0.0,0.0,0.0
193962900,7.2,6.4,5.6000000000000005,7.2,9.0,0.0,4.800000000000001,5.6000000000000005,1.6,1.6
